"J0002+6216, 0.7420833333333333, 62.26927777777777"
"J0006+1834, 1.52, 18.583055555555557"
"J0007+7303, 1.7570833333333333, 73.05205555555555"
"J0011+08, 2.8916666666666666, 8.166666666666666"
"B0011+47, 3.57375, 47.77594444444444"
"J0021-0909, 5.464166666666666, -9.166305555555557"
"J0023+0923, 5.82, 9.389944444444444"
"J0024-7204aa, 6.023333333333333, -72.08127777777777"
"J0024-7204ab, 6.03375, -72.07988888888889"
"J0024-7204ac, 6.023333333333333, -72.06805555555555"
"J0024-7204ad, 6.023333333333333, -72.06805555555555"
"B0021-72C, 5.959583333333334, -72.07541666666667"
"B0021-72D, 6.0575, -72.07883333333334"
"B0021-72E, 6.04625, -72.08891666666666"
"B0021-72F, 6.015833333333333, -72.07855555555555"
"B0021-72G, 6.032916666666667, -72.07769444444445"
"B0021-72H, 6.027916666666667, -72.06855555555555"
"B0021-72I, 6.032916666666667, -72.07766666666666"
"B0021-72J, 5.9975, -72.06630555555556"
"B0021-72L, 6.015416666666667, -72.08247222222222"
"B0021-72M, 5.976666666666667, -72.0918611111111"
"B0021-72N, 6.037916666666667, -72.07466666666666"
"J0024-7204O, 6.019166666666667, -72.08158333333333"
"J0024-7204P, 6.083333333333333, -72.06944444444444"
"J0024-7204Q, 6.068333333333333, -72.07363888888888"
"J0024-7204R, 6.03125, -72.08063888888888"
"J0024-7204S, 6.01625, -72.07841666666667"
"J0024-7204T, 6.035416666666666, -72.07747222222221"
"J0024-7204U, 6.0408333333333335, -72.06655555555555"
"J0024-7204V, 6.023333333333333, -72.08127777777777"
"J0024-7204W, 6.025, -72.08027777777778"
"J0024-7204X, 6.0929166666666665, -72.0215"
"J0024-7204Y, 6.005833333333333, -72.07827777777777"
"J0024-7204Z, 6.025, -72.08372222222222"
"J0025-19, 6.25, -19.0"
"J0026+6320, 6.710416666666666, 63.333555555555556"
"J0030+0451, 7.614166666666667, 4.861027777777777"
"J0033+57, 8.25, 57.0"
"J0033+61, 8.25, 61.0"
"J0034-0534, 8.590833333333334, -5.576861111111111"
"B0031-07, 8.536666666666667, -7.364833333333333"
"J0034+69, 8.5, 69.71666666666667"
"J0038-2501, 9.5425, -25.025194444444445"
"J0039+35, 9.775, 35.75"
"B0037+56, 10.134583333333333, 57.273555555555554"
"J0043-73, 10.854166666666666, -73.18333333333334"
"J0045-7042, 11.356666666666667, -70.70197222222222"
"J0045-7319, 11.39625, -73.3175"
"B0045+33, 12.14125, 34.202222222222225"
"J0050+03, 12.629166666666666, 3.8"
"J0051+0423, 12.875416666666666, 4.380277777777778"
"J0052-72, 13.116666666666667, -72.08333333333333"
"J0054+66, 13.5, 66.0"
"J0054+69, 13.616666666666667, 69.43333333333334"
"J0054+6946, 13.74625, 69.77133333333333"
"B0052+51, 13.93875, 51.290166666666664"
"B0053+47, 14.10625, 47.936249999999994"
"J0057-7201, 14.433333333333334, -72.02194444444444"
"J0058+4950, 14.54125, 49.84055555555556"
"J0058+6125, 14.5, 61.416666666666664"
"J0058-7218, 14.569583333333334, -72.30166666666666"
"J0059+69, 14.875, 69.91666666666667"
"J0100-7211, 15.179166666666667, -72.19266666666667"
"J0100+8023, 15.066666666666666, 80.39491666666667"
"J0101-6422, 15.29625, -64.37502777777777"
"J0102+4839, 15.710833333333333, 48.66186111111111"
"B0059+65, 15.637083333333333, 65.62038888888888"
"J0103+54, 15.904166666666667, 54.03333333333333"
"J0104+64, 16.0, 64.0"
"J0106+4855, 16.604166666666668, 48.93105555555555"
"J0107+1322, 16.91625, 13.375472222222223"
"J0108-1431, 17.034583333333334, -14.530583333333334"
"B0105+65, 17.09375, 66.14288888888889"
"B0105+68, 17.122916666666665, 69.09794444444444"
"J0110-22, 17.5, -22.0"
"J0111+6624, 17.840833333333332, 66.403"
"J0111-7131, 17.869583333333335, -71.52966666666667"
"J0113-7220, 18.295833333333334, -72.34227777777777"
"J0115+6325, 18.940833333333334, 63.43077777777778"
"B0114+58, 19.410833333333333, 59.243972222222226"
"J0121+53, 20.25, 53.483333333333334"
"J0122+1416, 20.505416666666665, 14.27138888888889"
"J0125-2327, 21.291666666666668, -23.45722222222222"
"J0125+62, 21.5, 62.583333333333336"
"J0131-7310, 22.86875, -73.16925"
"J0133-6957, 23.385, -69.95822222222222"
"J0134-2937, 23.5775, -29.62138888888889"
"J0137+1654, 24.349166666666665, 16.911694444444443"
"J0137+6349, 24.305416666666666, 63.82619444444445"
"J0139+3336, 24.988333333333333, 33.61658333333334"
"J0139+5621, 24.910416666666666, 56.36022222222223"
"B0136+57, 24.832083333333333, 58.24216666666667"
"B0138+59, 25.41625, 60.15897222222222"
"J0141+63, 25.25, 63.13333333333333"
"J0146+31, 26.5625, 31.066666666666666"
"J0146+6145, 26.593333333333334, 61.75077777777778"
"B0144+59, 26.935833333333335, 59.367555555555555"
"B0148-06, 27.844583333333333, -6.584138888888889"
"J0152+0948, 28.09875, 9.802777777777779"
"B0149-16, 28.045, -16.631555555555558"
"J0154+1833, 28.653333333333332, 18.564083333333333"
"J0156+04, 29.004166666666666, 4.033333333333333"
"B0153+39, 29.23, 39.82472222222223"
"B0154+61, 29.457916666666666, 62.20738888888889"
"J0158+21, 29.620833333333334, 21.133333333333333"
"J0201+7005, 30.422083333333333, 70.08836111111111"
"J0205+6449, 31.407916666666665, 64.82813888888889"
"B0203-40, 31.505, -40.467666666666666"
"J0209+5759, 32.40541666666667, 57.995916666666666"
"J0210+5845, 32.73083333333334, 58.75111111111111"
"J0211-8159, 32.99583333333333, -81.99338888888889"
